Gene	p_value	odds_ratio	n_strong_present	n_weak_present	p_adj	Direction	Category	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	go_id	go_name	go_aspect
group_121	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P57503.1|	P57503	RecName: Full=Sulfite reductase [NADPH] flavoprotein alpha-component; Short=SiR-FP [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]	35.648	216	7.09e-22	103	GO:0070814	P:hydrogen sulfide biosynthetic process	IEA:UniProtKB-UniRule
group_121	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P57503.1|	P57503	RecName: Full=Sulfite reductase [NADPH] flavoprotein alpha-component; Short=SiR-FP [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]	35.648	216	7.09e-22	103	GO:0000103	P:sulfate assimilation	IEA:UniProtKB-UniRule
group_96	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q73E41.1|	Q73E41	RecName: Full=Calcium-transporting ATPase 1; AltName: Full=BACCA1 [Bacillus cereus ATCC 10987]	34.43	790	5.689999999999999e-112	364	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_96	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q73E41.1|	Q73E41	RecName: Full=Calcium-transporting ATPase 1; AltName: Full=BACCA1 [Bacillus cereus ATCC 10987]	34.43	790	5.689999999999999e-112	364	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
group_96	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q73E41.1|	Q73E41	RecName: Full=Calcium-transporting ATPase 1; AltName: Full=BACCA1 [Bacillus cereus ATCC 10987]	34.43	790	5.689999999999999e-112	364	GO:0016887	F:ATP hydrolysis activity	IEA:InterPro
group_96	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q73E41.1|	Q73E41	RecName: Full=Calcium-transporting ATPase 1; AltName: Full=BACCA1 [Bacillus cereus ATCC 10987]	34.43	790	5.689999999999999e-112	364	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_96	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q73E41.1|	Q73E41	RecName: Full=Calcium-transporting ATPase 1; AltName: Full=BACCA1 [Bacillus cereus ATCC 10987]	34.43	790	5.689999999999999e-112	364	GO:0005388	F:P-type calcium transporter activity	IEA:UniProtKB-EC
group_96	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q73E41.1|	Q73E41	RecName: Full=Calcium-transporting ATPase 1; AltName: Full=BACCA1 [Bacillus cereus ATCC 10987]	34.43	790	5.689999999999999e-112	364	GO:0140352	P:export from cell	IEA:UniProtKB-ARBA
xpkA	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q7UH14.1|	Q7UH14	RecName: Full=Probable phosphoketolase [Rhodopirellula baltica SH 1]	70.694	778	0	1168	GO:0016832	F:aldehyde-lyase activity	IEA:UniProtKB-UniRule
xpkA	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q7UH14.1|	Q7UH14	RecName: Full=Probable phosphoketolase [Rhodopirellula baltica SH 1]	70.694	778	0	1168	GO:0005975	P:carbohydrate metabolic process	IEA:InterPro
ndvB	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P20471.2|	P20471	RecName: Full=Cyclic beta-(1,2)-glucan synthase NdvB [Sinorhizobium meliloti 1021]	36.414	2867	0	1686	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
ndvB	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P20471.2|	P20471	RecName: Full=Cyclic beta-(1,2)-glucan synthase NdvB [Sinorhizobium meliloti 1021]	36.414	2867	0	1686	GO:0030246	F:carbohydrate binding	IEA:InterPro
ndvB	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P20471.2|	P20471	RecName: Full=Cyclic beta-(1,2)-glucan synthase NdvB [Sinorhizobium meliloti 1021]	36.414	2867	0	1686	GO:0016757	F:glycosyltransferase activity	IDA:UniProtKB
ndvB	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P20471.2|	P20471	RecName: Full=Cyclic beta-(1,2)-glucan synthase NdvB [Sinorhizobium meliloti 1021]	36.414	2867	0	1686	GO:0005975	P:carbohydrate metabolic process	IEA:InterPro
group_3429	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_3418	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_3395	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_3394	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_3390	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sir2~~~sir2_1	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q88BY5.1|	Q88BY5	RecName: Full=NAD-dependent protein deacylase; AltName: Full=Regulatory protein SIR2 homolog [Pseudomonas putida KT2440]	67.094	234	2.1e-114	332	GO:0005737	C:cytoplasm	IEA:UniProtKB-SubCell
sir2~~~sir2_1	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q88BY5.1|	Q88BY5	RecName: Full=NAD-dependent protein deacylase; AltName: Full=Regulatory protein SIR2 homolog [Pseudomonas putida KT2440]	67.094	234	2.1e-114	332	GO:0017136	F:histone deacetylase activity, NAD-dependent	IEA:TreeGrafter
sir2~~~sir2_1	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q88BY5.1|	Q88BY5	RecName: Full=NAD-dependent protein deacylase; AltName: Full=Regulatory protein SIR2 homolog [Pseudomonas putida KT2440]	67.094	234	2.1e-114	332	GO:0070403	F:NAD+ binding	IEA:UniProtKB-UniRule
sir2~~~sir2_1	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q88BY5.1|	Q88BY5	RecName: Full=NAD-dependent protein deacylase; AltName: Full=Regulatory protein SIR2 homolog [Pseudomonas putida KT2440]	67.094	234	2.1e-114	332	GO:0036054	F:protein-malonyllysine demalonylase activity	IEA:InterPro
sir2~~~sir2_1	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q88BY5.1|	Q88BY5	RecName: Full=NAD-dependent protein deacylase; AltName: Full=Regulatory protein SIR2 homolog [Pseudomonas putida KT2440]	67.094	234	2.1e-114	332	GO:0036055	F:protein-succinyllysine desuccinylase activity	IEA:UniProtKB-UniRule
sir2~~~sir2_1	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q88BY5.1|	Q88BY5	RecName: Full=NAD-dependent protein deacylase; AltName: Full=Regulatory protein SIR2 homolog [Pseudomonas putida KT2440]	67.094	234	2.1e-114	332	GO:0008270	F:zinc ion binding	IEA:UniProtKB-UniRule
group_3296	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_3282	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_3115	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
baiA~~~lvr_2~~~fabG_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P51831.3|	P51831	RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase FabG; AltName: Full=3-ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-Ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-ketoacyl-ACP reductase [Bacillus subtilis subsp. subtilis str. 168]	43.719	199	1.87e-51	171	GO:0004316	F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	IEA:UniProtKB-EC
baiA~~~lvr_2~~~fabG_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P51831.3|	P51831	RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase FabG; AltName: Full=3-ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-Ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-ketoacyl-ACP reductase [Bacillus subtilis subsp. subtilis str. 168]	43.719	199	1.87e-51	171	GO:0051287	F:NAD binding	IEA:InterPro
baiA~~~lvr_2~~~fabG_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P51831.3|	P51831	RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase FabG; AltName: Full=3-ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-Ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-ketoacyl-ACP reductase [Bacillus subtilis subsp. subtilis str. 168]	43.719	199	1.87e-51	171	GO:0016616	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	IBA:GO_Central
baiA~~~lvr_2~~~fabG_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P51831.3|	P51831	RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase FabG; AltName: Full=3-ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-Ketoacyl-acyl carrier protein reductase; AltName: Full=Beta-ketoacyl-ACP reductase [Bacillus subtilis subsp. subtilis str. 168]	43.719	199	1.87e-51	171	GO:0030497	P:fatty acid elongation	IBA:GO_Central
group_2894	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_2565	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_2427	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_2083	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_2037	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0005737	C:cytoplasm	IDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0005829	C:cytosol	IBA:GO_Central
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0070062	C:extracellular exosome	HDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0005759	C:mitochondrial matrix	ISS:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0005739	C:mitochondrion	HTP:FlyBase
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0005634	C:nucleus	IDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0005777	C:peroxisome	ISS:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0120242	F:2-iminobutanoate deaminase activity	TAS:Reactome
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0120243	F:2-iminopropanoate deaminase activity	IEA:RHEA
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0019239	F:deaminase activity	IBA:GO_Central
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0003729	F:mRNA binding	IDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0003723	F:RNA binding	HDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0016892	F:RNA endonuclease activity producing 3'-phosphomonoesters, hydrolytic mechanism	ISS:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0019518	P:L-threonine catabolic process to glycine	TAS:Reactome
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0006629	P:lipid metabolic process	IEA:UniProtKB-KW
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0006402	P:mRNA catabolic process	IDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0061157	P:mRNA destabilization	IDA:UniProtKB
group_1973	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P52758.1|	P52758	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=14.5 kDa translational inhibitor protein; Short=hp14.5; Short=p14.5; AltName: Full=Heat-responsive protein 12; AltName: Full=Reactive intermediate imine deaminase A homolog; AltName: Full=Translation inhibitor L-PSP ribonuclease; AltName: Full=UK114 antigen homolog [Homo sapiens]	32.71	107	7.24e-11	59.3	GO:0017148	P:negative regulation of translation	ISS:UniProtKB
group_1290	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_864	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P75836.1|	P75836	RecName: Full=Uncharacterized HTH-type transcriptional regulator YcaN [Escherichia coli K-12]	40.476	294	4.24e-65	209	GO:0003700	F:DNA-binding transcription factor activity	IBA:GO_Central
group_864	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P75836.1|	P75836	RecName: Full=Uncharacterized HTH-type transcriptional regulator YcaN [Escherichia coli K-12]	40.476	294	4.24e-65	209	GO:0043565	F:sequence-specific DNA binding	IBA:GO_Central
group_864	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P75836.1|	P75836	RecName: Full=Uncharacterized HTH-type transcriptional regulator YcaN [Escherichia coli K-12]	40.476	294	4.24e-65	209	GO:0006351	P:DNA-templated transcription	IBA:GO_Central
gltC_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O32255.1|	O32255	RecName: Full=Uncharacterized HTH-type transcriptional regulator YvbU [Bacillus subtilis subsp. subtilis str. 168]	30.233	301	3.15e-30	118	GO:0005829	C:cytosol	IBA:GO_Central
gltC_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O32255.1|	O32255	RecName: Full=Uncharacterized HTH-type transcriptional regulator YvbU [Bacillus subtilis subsp. subtilis str. 168]	30.233	301	3.15e-30	118	GO:0003700	F:DNA-binding transcription factor activity	IEA:InterPro
gltC_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O32255.1|	O32255	RecName: Full=Uncharacterized HTH-type transcriptional regulator YvbU [Bacillus subtilis subsp. subtilis str. 168]	30.233	301	3.15e-30	118	GO:0043565	F:sequence-specific DNA binding	IBA:GO_Central
gltC_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O32255.1|	O32255	RecName: Full=Uncharacterized HTH-type transcriptional regulator YvbU [Bacillus subtilis subsp. subtilis str. 168]	30.233	301	3.15e-30	118	GO:0006355	P:regulation of DNA-templated transcription	IBA:GO_Central
group_561	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9CLT9.2|	Q9CLT9	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Pasteurella multocida subsp. multocida str. Pm70]	34.066	364	4.39e-59	199	GO:0005737	C:cytoplasm	IEA:UniProtKB-SubCell
group_561	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9CLT9.2|	Q9CLT9	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Pasteurella multocida subsp. multocida str. Pm70]	34.066	364	4.39e-59	199	GO:0008777	F:acetylornithine deacetylase activity	IEA:UniProtKB-EC
group_561	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9CLT9.2|	Q9CLT9	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Pasteurella multocida subsp. multocida str. Pm70]	34.066	364	4.39e-59	199	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_561	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9CLT9.2|	Q9CLT9	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Pasteurella multocida subsp. multocida str. Pm70]	34.066	364	4.39e-59	199	GO:0006526	P:L-arginine biosynthetic process	IEA:UniProtKB-UniPathway
group_439	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q5L2G3.1|	Q5L2G3	RecName: Full=Uncharacterized oxidoreductase CzcO-like [Geobacillus kaustophilus HTA426]	41.935	217	7.760000000000001e-29	119	GO:0050660	F:flavin adenine dinucleotide binding	IEA:TreeGrafter
group_439	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q5L2G3.1|	Q5L2G3	RecName: Full=Uncharacterized oxidoreductase CzcO-like [Geobacillus kaustophilus HTA426]	41.935	217	7.760000000000001e-29	119	GO:0004497	F:monooxygenase activity	IEA:TreeGrafter
group_350	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P94369.1|	P94369	RecName: Full=Putative purine-cytosine permease YxlA [Bacillus subtilis subsp. subtilis str. 168]	35.886	457	6.1199999999999996e-83	266	GO:0005886	C:plasma membrane	IBA:GO_Central
group_350	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P94369.1|	P94369	RecName: Full=Putative purine-cytosine permease YxlA [Bacillus subtilis subsp. subtilis str. 168]	35.886	457	6.1199999999999996e-83	266	GO:0022857	F:transmembrane transporter activity	IBA:GO_Central
quiA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q59086.1|	Q59086	RecName: Full=Quinate/shikimate dehydrogenase (quinone); AltName: Full=NAD(P)-independent quinate dehydrogenase [Acinetobacter baylyi ADP1]	41.276	768	0	598	GO:0030288	C:outer membrane-bounded periplasmic space	IEA:InterPro
quiA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q59086.1|	Q59086	RecName: Full=Quinate/shikimate dehydrogenase (quinone); AltName: Full=NAD(P)-independent quinate dehydrogenase [Acinetobacter baylyi ADP1]	41.276	768	0	598	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
quiA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q59086.1|	Q59086	RecName: Full=Quinate/shikimate dehydrogenase (quinone); AltName: Full=NAD(P)-independent quinate dehydrogenase [Acinetobacter baylyi ADP1]	41.276	768	0	598	GO:0047519	F:quinate dehydrogenase (quinone) activity	IEA:UniProtKB-EC
quiA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q59086.1|	Q59086	RecName: Full=Quinate/shikimate dehydrogenase (quinone); AltName: Full=NAD(P)-independent quinate dehydrogenase [Acinetobacter baylyi ADP1]	41.276	768	0	598	GO:0048038	F:quinone binding	IEA:InterPro
