qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	go_id	go_name	go_aspect
catJ	sp|Q8VPF2.1|	Q8VPF2	RecName: Full=3-oxoadipate CoA-transferase subunit B; AltName: Full=3-oxoadipate:succinyl-CoA transferase subunit B; AltName: Full=Beta-ketoadipate:succinyl-CoA transferase subunit B [Pseudomonas knackmussii B13]	89.105	257	3.0599999999999998e-167	465	GO:0047569	F:3-oxoadipate CoA-transferase activity	IEA:UniProtKB-EC
catJ	sp|Q8VPF2.1|	Q8VPF2	RecName: Full=3-oxoadipate CoA-transferase subunit B; AltName: Full=3-oxoadipate:succinyl-CoA transferase subunit B; AltName: Full=Beta-ketoadipate:succinyl-CoA transferase subunit B [Pseudomonas knackmussii B13]	89.105	257	3.0599999999999998e-167	465	GO:0042952	P:beta-ketoadipate pathway	IEA:UniProtKB-UniPathway
catM	sp|P07774.3|	P07774	RecName: Full=HTH-type transcriptional regulator CatM; AltName: Full=Cat operon transcriptional regulator [Acinetobacter baylyi ADP1]	31.502	273	1.0399999999999999e-35	133	GO:0032993	C:protein-DNA complex	IEA:TreeGrafter
catM	sp|P07774.3|	P07774	RecName: Full=HTH-type transcriptional regulator CatM; AltName: Full=Cat operon transcriptional regulator [Acinetobacter baylyi ADP1]	31.502	273	1.0399999999999999e-35	133	GO:0003677	F:DNA binding	IEA:UniProtKB-KW
catM	sp|P07774.3|	P07774	RecName: Full=HTH-type transcriptional regulator CatM; AltName: Full=Cat operon transcriptional regulator [Acinetobacter baylyi ADP1]	31.502	273	1.0399999999999999e-35	133	GO:0003700	F:DNA-binding transcription factor activity	IEA:InterPro
cbbA	sp|Q9I5Y1.1|	Q9I5Y1	RecName: Full=Fructose-bisphosphate aldolase; Short=FBP aldolase; Short=FBPA; AltName: Full=Fructose-1,6-bisphosphate aldolase [Pseudomonas aeruginosa PAO1]	91.243	354	0	682	GO:0004332	F:fructose-bisphosphate aldolase activity	IEA:UniProtKB-EC
cbbA	sp|Q9I5Y1.1|	Q9I5Y1	RecName: Full=Fructose-bisphosphate aldolase; Short=FBP aldolase; Short=FBPA; AltName: Full=Fructose-1,6-bisphosphate aldolase [Pseudomonas aeruginosa PAO1]	91.243	354	0	682	GO:0008270	F:zinc ion binding	IEA:InterPro
cbbA	sp|Q9I5Y1.1|	Q9I5Y1	RecName: Full=Fructose-bisphosphate aldolase; Short=FBP aldolase; Short=FBPA; AltName: Full=Fructose-1,6-bisphosphate aldolase [Pseudomonas aeruginosa PAO1]	91.243	354	0	682	GO:0006096	P:glycolytic process	IEA:UniProtKB-UniPathway
cbiA	sp|A4VJ35.1|	A4VJ35	RecName: Full=Hydrogenobyrinate a,c-diamide synthase; AltName: Full=Hydrogenobyrinic acid a,c-diamide synthase [Stutzerimonas stutzeri A1501]	73.536	427	0	601	GO:0005524	F:ATP binding	IEA:UniProtKB-UniRule
cbiA	sp|A4VJ35.1|	A4VJ35	RecName: Full=Hydrogenobyrinate a,c-diamide synthase; AltName: Full=Hydrogenobyrinic acid a,c-diamide synthase [Stutzerimonas stutzeri A1501]	73.536	427	0	601	GO:0042242	F:cobyrinic acid a,c-diamide synthase activity	IEA:InterPro
cbiA	sp|A4VJ35.1|	A4VJ35	RecName: Full=Hydrogenobyrinate a,c-diamide synthase; AltName: Full=Hydrogenobyrinic acid a,c-diamide synthase [Stutzerimonas stutzeri A1501]	73.536	427	0	601	GO:0043802	F:hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	IEA:UniProtKB-UniRule
cbiA	sp|A4VJ35.1|	A4VJ35	RecName: Full=Hydrogenobyrinate a,c-diamide synthase; AltName: Full=Hydrogenobyrinic acid a,c-diamide synthase [Stutzerimonas stutzeri A1501]	73.536	427	0	601	GO:0009236	P:cobalamin biosynthetic process	IEA:UniProtKB-UniRule
cbiG	sp|P21635.1|	P21635	RecName: Full=Protein CobE [Sinorhizobium sp.]	36	125	2.44e-8	52.8	GO:0009236	P:cobalamin biosynthetic process	IEA:UniProtKB-UniPathway
cbiG	sp|P21635.1|	P21635	RecName: Full=Protein CobE [Sinorhizobium sp.]	36	125	2.44e-8	52.8	GO:0006779	P:porphyrin-containing compound biosynthetic process	IEA:UniProtKB-KW
cbpA	sp|Q87VN8.1|	Q87VN8	RecName: Full=Curved DNA-binding protein [Pseudomonas syringae pv. tomato str. DC3000]	66.242	314	3.5799999999999996e-109	322	GO:0005737	C:cytoplasm	IEA:UniProtKB-UniRule
cbpA	sp|Q87VN8.1|	Q87VN8	RecName: Full=Curved DNA-binding protein [Pseudomonas syringae pv. tomato str. DC3000]	66.242	314	3.5799999999999996e-109	322	GO:0009295	C:nucleoid	IEA:UniProtKB-SubCell
cbpA	sp|Q87VN8.1|	Q87VN8	RecName: Full=Curved DNA-binding protein [Pseudomonas syringae pv. tomato str. DC3000]	66.242	314	3.5799999999999996e-109	322	GO:0003681	F:bent DNA binding	IEA:UniProtKB-UniRule
cbpA	sp|Q87VN8.1|	Q87VN8	RecName: Full=Curved DNA-binding protein [Pseudomonas syringae pv. tomato str. DC3000]	66.242	314	3.5799999999999996e-109	322	GO:0051082	F:unfolded protein binding	IEA:InterPro
cbpA	sp|Q87VN8.1|	Q87VN8	RecName: Full=Curved DNA-binding protein [Pseudomonas syringae pv. tomato str. DC3000]	66.242	314	3.5799999999999996e-109	322	GO:0042026	P:protein refolding	IEA:TreeGrafter
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0005737	C:cytoplasm	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0005634	C:nucleus	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0070025	F:carbon monoxide binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0004122	F:cystathionine beta-synthase activity	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0019899	F:enzyme binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0020037	F:heme binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0042802	F:identical protein binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0072341	F:modified amino acid binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0070026	F:nitric oxide binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0050421	F:nitrite reductase (NO-forming) activity	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0019825	F:oxygen binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0042803	F:protein homodimerization activity	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0030170	F:pyridoxal phosphate binding	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:1904047	F:S-adenosyl-L-methionine binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0031625	F:ubiquitin protein ligase binding	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0097746	P:blood vessel diameter maintenance	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0001974	P:blood vessel remodeling	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0060351	P:cartilage development involved in endochondral bone morphogenesis	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0071456	P:cellular response to hypoxia	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0021587	P:cerebellum morphogenesis	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0019344	P:cysteine biosynthetic process	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0006535	P:cysteine biosynthetic process from serine	IBA:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0019343	P:cysteine biosynthetic process via cystathionine	IEA:InterPro
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0042262	P:DNA protection	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0001958	P:endochondral ossification	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0043418	P:homocysteine catabolic process	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0050667	P:homocysteine metabolic process	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0070814	P:hydrogen sulfide biosynthetic process	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0019448	P:L-cysteine catabolic process	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0006565	P:L-serine catabolic process	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0006563	P:L-serine metabolic process	ISS:UniProtKB
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0060135	P:maternal process involved in female pregnancy	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0043066	P:negative regulation of apoptotic process	ISO:GO_Central
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0046328	P:regulation of JNK cascade	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0010749	P:regulation of nitric oxide mediated signal transduction	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0051593	P:response to folic acid	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0006801	P:superoxide metabolic process	IMP:MGI
cbs	sp|Q91WT9.3|	Q91WT9	RecName: Full=Cystathionine beta-synthase; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase [Mus musculus]	39.34	394	1.04e-76	253	GO:0019346	P:transsulfuration	ISO:GO_Central
cc4	sp|P00106.3|	P00106	RecName: Full=Cytochrome c4; Flags: Precursor [Pseudomonas aeruginosa PAO1]	84.024	169	3.2999999999999994e-104	301	GO:0042597	C:periplasmic space	IEA:UniProtKB-SubCell
cc4	sp|P00106.3|	P00106	RecName: Full=Cytochrome c4; Flags: Precursor [Pseudomonas aeruginosa PAO1]	84.024	169	3.2999999999999994e-104	301	GO:0004129	F:cytochrome-c oxidase activity	IBA:GO_Central
cc4	sp|P00106.3|	P00106	RecName: Full=Cytochrome c4; Flags: Precursor [Pseudomonas aeruginosa PAO1]	84.024	169	3.2999999999999994e-104	301	GO:0020037	F:heme binding	ISS:PseudoCAP
cc4	sp|P00106.3|	P00106	RecName: Full=Cytochrome c4; Flags: Precursor [Pseudomonas aeruginosa PAO1]	84.024	169	3.2999999999999994e-104	301	GO:0005506	F:iron ion binding	IEA:InterPro
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0005524	F:ATP binding	IEA:UniProtKB-UniRule
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0004810	F:CCA tRNA nucleotidyltransferase activity	IEA:UniProtKB-UniRule
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0160016	F:CCACCA tRNA nucleotidyltransferase activity	IEA:RHEA
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0004112	F:cyclic-nucleotide phosphodiesterase activity	IEA:UniProtKB-UniRule
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0000287	F:magnesium ion binding	IEA:UniProtKB-UniRule
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0016791	F:phosphatase activity	IEA:UniProtKB-UniRule
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0000049	F:tRNA binding	IEA:UniProtKB-UniRule
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0042245	P:RNA repair	IEA:UniProtKB-KW
cca	sp|C3K334.1|	C3K334	RecName: Full=Multifunctional CCA protein; Includes: RecName: Full=CCA-adding enzyme; AltName: Full=CCA tRNA nucleotidyltransferase; AltName: Full=tRNA CCA-pyrophosphorylase; AltName: Full=tRNA adenylyl-/cytidylyl-transferase; AltName: Full=tRNA nucleotidyltransferase; AltName: Full=tRNA-NT; Includes: RecName: Full=2'-nucleotidase; Includes: RecName: Full=2',3'-cyclic phosphodiesterase; Includes: RecName: Full=Phosphatase [Pseudomonas [fluorescens] SBW25]	93.888	409	0	724	GO:0001680	P:tRNA 3'-terminal CCA addition	IEA:UniProtKB-UniRule
cckA	sp|P0DOA0.1|	P0DOA0	RecName: Full=Sensor kinase CckA; Includes: RecName: Full=Protein histidine kinase; Includes: RecName: Full=Response regulator [Brucella abortus 2308]	37.19	121	2.19e-15	74.3	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
cckA	sp|P0DOA0.1|	P0DOA0	RecName: Full=Sensor kinase CckA; Includes: RecName: Full=Protein histidine kinase; Includes: RecName: Full=Response regulator [Brucella abortus 2308]	37.19	121	2.19e-15	74.3	GO:0000155	F:phosphorelay sensor kinase activity	IEA:InterPro
cckA	sp|P0DOA0.1|	P0DOA0	RecName: Full=Sensor kinase CckA; Includes: RecName: Full=Protein histidine kinase; Includes: RecName: Full=Response regulator [Brucella abortus 2308]	37.19	121	2.19e-15	74.3	GO:0004673	F:protein histidine kinase activity	IDA:UniProtKB
cckA	sp|P0DOA0.1|	P0DOA0	RecName: Full=Sensor kinase CckA; Includes: RecName: Full=Protein histidine kinase; Includes: RecName: Full=Response regulator [Brucella abortus 2308]	37.19	121	2.19e-15	74.3	GO:0018106	P:peptidyl-histidine phosphorylation	IDA:UniProtKB
cckA	sp|P0DOA0.1|	P0DOA0	RecName: Full=Sensor kinase CckA; Includes: RecName: Full=Protein histidine kinase; Includes: RecName: Full=Response regulator [Brucella abortus 2308]	37.19	121	2.19e-15	74.3	GO:0000160	P:phosphorelay signal transduction system	IDA:UniProtKB
ccmA	sp|Q4KG27.1|	Q4KG27	RecName: Full=Cytochrome c biogenesis ATP-binding export protein CcmA; AltName: Full=Heme exporter protein A [Pseudomonas protegens Pf-5]	85.238	210	2.6099999999999997e-130	368	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
ccmA	sp|Q4KG27.1|	Q4KG27	RecName: Full=Cytochrome c biogenesis ATP-binding export protein CcmA; AltName: Full=Heme exporter protein A [Pseudomonas protegens Pf-5]	85.238	210	2.6099999999999997e-130	368	GO:0015439	F:ABC-type heme transporter activity	IEA:UniProtKB-EC
ccmA	sp|Q4KG27.1|	Q4KG27	RecName: Full=Cytochrome c biogenesis ATP-binding export protein CcmA; AltName: Full=Heme exporter protein A [Pseudomonas protegens Pf-5]	85.238	210	2.6099999999999997e-130	368	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
ccmA	sp|Q4KG27.1|	Q4KG27	RecName: Full=Cytochrome c biogenesis ATP-binding export protein CcmA; AltName: Full=Heme exporter protein A [Pseudomonas protegens Pf-5]	85.238	210	2.6099999999999997e-130	368	GO:0016887	F:ATP hydrolysis activity	IEA:InterPro
ccmA	sp|Q4KG27.1|	Q4KG27	RecName: Full=Cytochrome c biogenesis ATP-binding export protein CcmA; AltName: Full=Heme exporter protein A [Pseudomonas protegens Pf-5]	85.238	210	2.6099999999999997e-130	368	GO:0017004	P:cytochrome complex assembly	IEA:UniProtKB-KW
ccmB	sp|Q9I3N6.1|	Q9I3N6	RecName: Full=Heme exporter protein B; AltName: Full=Cytochrome c-type biogenesis protein CcmB [Pseudomonas aeruginosa PAO1]	87.805	82	2.1499999999999998e-24	99.4	GO:0005886	C:plasma membrane	IBA:GO_Central
ccmB	sp|Q9I3N6.1|	Q9I3N6	RecName: Full=Heme exporter protein B; AltName: Full=Cytochrome c-type biogenesis protein CcmB [Pseudomonas aeruginosa PAO1]	87.805	82	2.1499999999999998e-24	99.4	GO:0015232	F:heme transmembrane transporter activity	IEA:InterPro
ccmB	sp|Q9I3N6.1|	Q9I3N6	RecName: Full=Heme exporter protein B; AltName: Full=Cytochrome c-type biogenesis protein CcmB [Pseudomonas aeruginosa PAO1]	87.805	82	2.1499999999999998e-24	99.4	GO:1903607	P:cytochrome c biosynthetic process	IBA:GO_Central
ccmB	sp|Q9I3N6.1|	Q9I3N6	RecName: Full=Heme exporter protein B; AltName: Full=Cytochrome c-type biogenesis protein CcmB [Pseudomonas aeruginosa PAO1]	87.805	82	2.1499999999999998e-24	99.4	GO:0017004	P:cytochrome complex assembly	IEA:UniProtKB-KW
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0005886	C:plasma membrane	IBA:GO_Central
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0004096	F:catalase activity	IMP:PseudoCAP
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0020037	F:heme binding	IEA:InterPro
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0015232	F:heme transmembrane transporter activity	IEA:InterPro
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0071978	P:bacterial-type flagellum-dependent swarming motility	IMP:PseudoCAP
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0071977	P:bacterial-type flagellum-dependent swimming motility	IMP:PseudoCAP
ccmC	sp|Q9I3N5.1|	Q9I3N5	RecName: Full=Heme exporter protein C; AltName: Full=Cytochrome c-type biogenesis protein CcmC [Pseudomonas aeruginosa PAO1]	85.246	244	5.88e-141	398	GO:0017004	P:cytochrome complex assembly	IEA:UniProtKB-KW
